,0
0,6.408241255763837
1,-10.690739022849055
2,-8.101057076212939
3,5.872182152618331
4,-12.010993100016353
5,4.977531409957758
6,-12.193498080868082
7,-1.6699780571717304
8,-2.617416926840523
9,-9.911805111452257
10,8.380084988310198
11,1.503526652157733
12,9.162023470128254
13,-5.927610882533532
14,-1.7140657148570484
15,-1.4711025802005295
16,-4.963920597091407
17,-7.560572862332615
18,0.739809060367734
19,6.678299395045364
20,-15.693051842179374
21,-1.1151609358125567
22,0.7907372771189385
23,5.150241337893171
24,2.4407518107276345
25,-6.1367607236935715
26,-5.57826372941002
27,-5.460417153627027
28,1.0850664754537798
29,4.436536672824153
30,11.443947416409683
31,2.669417142596912
32,-2.4237029916730197
33,1.0753709858255647
34,6.272176519235165
35,8.748480403032856
36,9.473115777014641
37,-7.553808707012632
38,-5.066465779372572
39,-13.39774344239532
40,-4.802475870396028
41,-8.079617818320896
42,14.131241337909508
43,6.988062362752826
44,-10.84223357440035
45,5.988887146579932
46,-5.086282940004504
47,15.372899196436638
48,-7.817132972686003
49,1.630660157964865
50,8.933031677770018
51,-5.015350180327908
52,-27.319361197653738
53,28.67859653315316
54,-13.057336084038255
55,-4.623827313277131
56,-8.605097157694452
57,5.13897223121971
58,-5.546769997014737
59,6.75047369784774
60,20.009291773336713
61,-15.052374645893494
62,-1.5426494281451417
63,-3.1638559891869438
64,-2.035869575362876
65,6.128334251471034
66,15.095311315236449
67,-6.221532800866422
68,4.017116001881534
69,-10.060987344652432
70,-9.67963859803242
71,2.071560350432746
72,12.614506661615366
73,-0.5006688269371355
74,19.171793671872088
75,5.811892162518708
76,3.608328572940416
77,13.005012544653725
78,-4.990595930707121
79,-7.0210193122583
80,-2.8546272674938464
81,-12.51888270095325
82,23.149683040238106
83,-8.194405106423707
84,-0.9464850716336927
85,9.66269511418794
86,0.19689099722725167
87,14.896051276131992
88,-9.80736465864269
89,-12.212779845904844
90,-8.7051627252348
91,5.674348431626211
92,-0.74094032258165
93,0.9805537662197857
94,-13.916321517660302
95,3.6296258903885095
96,3.7580984891051874
97,-13.278530027925692
98,-7.9935071827673445
99,11.784681094219222
