0,1,2,3,4,5
,,,,,-6.673522730998738
-1.285333352137846,,,,-1.7046135539339875,-3.429680747185414
,,,-0.7729022971974558,,-3.3519335320298858
,,1.0757898619754782,0.4913193178004064,,-4.265054909656725
,,0.9356083763677397,,,0.17753112610802824
-0.2543420487085999,,,,,-1.9166503468714182
,,,-0.9677545270294156,-0.8890437880462283,-3.0989740251348397
,,,-0.3827466511350256,,-2.6238402722111447
-2.32519730412192,,,0.3380520031695873,,-5.308356245472654
-0.9650655010191694,-2.31141757116346,,-0.40049839212053284,,-2.0956830444367274
,,1.3174552582453638,,,-2.5730898966550564
-1.740094603210817,-2.4851397044008112,,,-1.6357196912358447,-4.275328119211573
,,1.2998177473886583,-2.0573531687460993,,-0.31591933403699146
-0.8006800630671911,-1.2276037953060928,1.3481531252703796,-1.5270167364272877,-0.4703736861548291,-0.34592843312462684
,-1.6622105951685826,,-0.696930625173203,,-1.0914226946816794
-0.7002247846370708,-1.6854389384982786,,-0.5223255834162773,,-1.5497232618972263
,-2.726657221392161,,0.12007077253288878,-1.6346003231967707,-4.165560520867446
,,0.4102021828661281,-0.1888339993780352,,-3.6976903000217227
,,0.5141094273903033,-0.4625337937761458,,-4.387392418790648
,-1.5037512566371611,,,-0.29929878472331095,-1.3716699523529137
-2.9559946503398553,,0.8065152909003057,,-2.940177226295555,-7.20818206110947
,-2.8548954107835804,0.8330810525987846,0.07321322966014288,-2.1911126276925543,-4.827793903714615
-1.01693304731342,-2.317299912708811,0.5637068734207711,,-1.0683078021435892,-3.6144026165818817
-1.756612857797029,-2.609728513333988,0.8564895795224522,,-2.1782481950175883,-4.076071002480943
,-2.9558354497886263,0.7039643098286434,0.7280178167680155,,-5.398638372774058
-1.7049492333704497,,0.7655278821086053,0.4069907590621785,-1.948828682047516,-2.371344135547716
,,,,-2.9319604256600007,-6.706162255869424
,,,,,-2.958577680817271
-1.8513963970909901,-2.52794293600339,,-0.519022346433773,-1.8752081730051073,-4.31116452644805
,-2.415295557949402,1.7496689700551702,,-1.6811480585536092,-3.757110171328507
-0.22451802640791618,,2.1030936140825833,,,-0.25479776347133715
,,,,,-3.6938290449230364
-1.1094358752765803,-2.268108222477427,,-0.2710926657635926,,-3.074701597757886
,-1.8290440862855712,,,,-1.978685414774034
0.7782169368691447,0.2752740130627833,,,,2.3353987412230213
-0.5622691566457019,-1.550234467416767,0.9439201921118169,,-0.33420168879161793,-2.052383972781199
,-1.0737443657669323,1.1898070949440602,-1.383555781853175,,-0.32800847168724756
1.5009041872556264,0.9364915075281237,2.2783311657834124,,,3.7108105888745158
,,,-0.3339154649895103,,-3.165346238643891
-2.0055967216645745,,,-0.4766976397906913,-1.5936526543913117,-3.80701895353827
-2.6635157953770383,,,,-3.2286889221038706,-7.159852066465758
-2.817519203739846,,,,,-5.750452042786721
-1.8520095406364647,-2.617653052441957,,0.16011744103580638,-1.7866957707799136,-4.364656658008893
,-2.285493803562495,1.027022629176078,,-1.652993864433392,-4.328369376856773
,,,,,-4.197496688338831
-0.8647652439128442,-2.0276907312984003,1.1287539155717816,-1.2037932829482085,-0.922523982368803,-3.5436091092705313
,,,,-1.2531974686147658,-1.5326782862464474
-0.9762088945504126,-1.893426298122361,,-0.812338005112157,,-2.017144926567213
0.8437955013090173,,-0.03034860345080337,,0.42758297241037835,-1.6859920610870196
,,,-1.0546458657370739,,-3.1275847971460045
,,,,,-2.32905251133249
-1.4238398083733015,-2.4753814646782817,,,,-3.337650778212438
,-2.787301553324988,0.9116306826780665,,-1.4178647418405133,-3.5060679584382024
,,,,-2.007174756357422,-4.133099446790134
-0.7616617891327098,-1.6349184689890803,1.3270601887195979,-0.9330176195875555,-0.6327271610439738,-1.033845667898985
,-1.7255321894353584,,-0.43064237550919104,,-1.3058360355029943
,-1.976335489226889,,-0.21079734072021344,-1.0860215478726454,-2.878421797979916
-1.8645689478199852,-2.532098403206334,1.4186305120010076,-0.33780615162162403,,-5.873890877063328
-0.7269835088009358,,1.098793697314883,-0.507662699664499,,-2.555824072995474
-1.5753816577510056,-3.022741620026311,0.9583059670184976,,,-4.633209423328874
0.3086056690288288,-0.4664672961780063,0.9473076609667727,,0.5709465895860149,0.14624744796257536
-0.7055324112221488,-1.9553778281300143,,,,-1.9841192990091252
,-1.646189651488505,0.7949114748793097,,-0.4817916918597016,-2.0295738803892425
,,1.2861286445299926,-1.454811678825577,,-2.052370084082879
-1.6617602585731996,,0.5917876502689795,-0.09390558019375539,-1.4578189011717424,-3.9183636879303014
,,0.3779866666926385,1.1230208099326329,,-5.642917080458523
-1.3155096424407895,,,0.5689364011875101,,-4.4269580621606766
-0.01043355437546567,,0.9141439385334058,,,-0.5469866294842589
-2.2388677409982876,,,,-2.5408847003105803,-5.261302432600076
-0.18556388671040103,,,,0.4441274253173424,0.28098119767981355
-1.974873681090721,-2.93490949144438,0.7700067951710221,,,-4.895409532861759
,,0.7046010376745168,,-1.2522894456983056,-2.98684835171324
,,,,,-2.667358256912359
-0.15005804302587034,-1.1438045331710154,,-1.5567647363849222,-0.16330844349800522,-2.20871661146673
-1.1439935275099273,-1.6109625326082853,,,,-1.237335083315893
,-1.3885923525223438,,,,-1.5132283776838815
-1.3517923197403947,-1.8602553276405125,1.6337154120887951,-0.8042182984032685,,-3.0068780318068837
,-2.3285907298515895,0.8021762576826802,-0.33364408139040636,-1.2907237562141038,-3.149788072020009
,,1.9185265866269674,-1.6413330396694845,-0.30999843298596186,0.758580193452458
-2.3757889483211194,,,,-2.6637875656474472,-6.403716867404874
,,0.5517889623872224,,-0.14693817359256667,-0.6787848943373478
-1.1934654280144765,,0.5398482520126759,,,-3.925998414421285
-1.6730830297194659,,,,,-2.6662264777860907
-1.5663553735302767,-1.3409037015595664,1.6619712566923535,-1.0519919391396122,-0.9504915145056085,-2.125334283392918
-0.333750142932965,-0.9030061105782246,,-2.490893504265533,,-0.7171949969461613
,-0.20084361066405743,2.179364062966303,,1.203675873715231,2.2708505048195815
-0.8603467356211344,-1.788560595043033,,-0.841043945621464,-0.8141715095895861,-1.981075208742851
-0.4213535276716608,-0.9346503117613252,,,-0.2250587252757309,-0.715347594441163
-1.6708421224943604,-2.441685214255151,1.871476549730714,-0.38563403899319004,,-3.66385598150407
-2.474569949280351,,0.30392136334525677,,,-5.164182956137419
-3.042266508808285,,0.22311594133638257,,,-7.974921451654879
-0.7463816986954674,,2.0418523691762713,-1.9167156172750337,-0.5338104943009873,-1.0737668352372118
-1.280200371683038,,1.0095200976440508,-0.6368371467864775,-1.4454630559520725,-3.7581887162217056
-2.2693197986317584,,1.063267659162716,,,-4.954803890203858
-2.1238311287466596,-2.5643238843257663,,0.15330864216351914,-2.181149141703671,-5.624201889351677
-1.0291965533056464,,,-1.5321283283164537,-0.2098411151955466,-1.6628245044517003
-1.6941389703219358,-2.63739466918745,1.0131392612934906,-0.16873106964535828,-1.9825837456235913,-5.37495221628693
-0.688532631049446,-1.4357393134933858,1.5442669398280175,,,-2.5331011297615618
,,0.233280509161647,0.044951263555708554,,-2.499193983325191
,,1.1240570927257476,-0.21686713527337975,-1.364004258460594,-3.258682618709921
-1.4962125473932488,,,-0.3918375808242075,,-2.3839189195221575
0.41348023855263993,,1.867761718957078,-2.1577410670282475,0.7707806781488395,0.6968165487247877
-0.6972577652753944,-1.2847047397108635,,-0.9696111167229047,,-1.2110344342902435
-0.6823150881076528,-2.5996568427431033,,,-1.5994009046962057,-3.25546021819342
-1.6836989970871699,,,-1.2191100990819232,-0.9606505559070094,-3.3475351998741707
,,,-1.1168915670385822,-0.6842486826628681,-1.7673447960862911
,,1.007131342801373,0.25425691180447874,-2.4806454833328107,-4.511574986188346
-0.3363779912181948,-1.5088027955957597,0.29222365631586156,-0.44519828621206825,-0.5348755392824679,-1.5362752943645943
-2.1418879487778164,-2.7221302019904057,,,-2.4708768836440838,-5.3298663067009455
,,,,0.0590494494807734,-0.07461285047474764
-1.229995280486929,,,-0.024018661792122087,,-2.9767766317307953
-2.649834507353476,-3.182386135208236,0.7674270429218262,,-3.0441841698829117,-6.423019443044008
,,,,,-0.19227652829684688
0.06300771359083046,,,,,-1.2583503078789327
,,,-1.546004796569532,,-1.2935652797318913
,-2.24123787571638,1.341220129612089,,,-2.466496172322682
-0.3616120756543675,-1.2308343537659012,0.9263469120479493,-0.9668318545555563,-0.005806581323205107,0.11738505041641534
-0.957230966745656,,,,-0.46407068295320497,-2.2727700515359066
,-2.3016324938020407,,-0.30895237252075103,,-3.2289770425073137
,-2.390759495532571,1.1774738464231114,-0.08428846284125135,-2.037790592771546,-5.163343166017073
-0.3800513222936688,-1.040972783039452,,-1.6546193447856292,0.14319009522001336,0.0834522527291239
-0.9178843402281267,-1.939871150561808,,-1.0234111336572644,,-2.1574515045446288
,,,,-2.6527738912028997,-6.001232208911276
,,1.155712953358019,-0.9085778861284501,-0.7990042003877625,-2.497749466621778
-1.1817057121544678,-1.9738932065746488,0.8773789640055456,,,-2.810709101428657
-1.6883570293000676,-2.4218687654465665,,,-1.9571342869946777,-3.4915794746651336
,,1.1462522651789502,,,-3.021286075497909
-2.689882689810696,-3.312723917120003,1.0190593055389277,,-2.905713012398645,-6.259378689585938
,-1.9825721794680902,1.3148903146885682,,-1.3051418128698344,-2.7407024900428487
,-3.7662013526362883,,,-3.548073702062714,-6.870353542354572
-0.24240012770216923,,1.2324111328377463,-1.1903107029461137,,-0.7990707337407754
,-4.050794814075653,0.6908799858032519,1.2426358179713417,,-7.147666402669933
,,0.636902128951165,,,-4.6589970810034815
,-2.1132167165650326,,-0.6370616939867045,,-0.7468711636336349
,,,,,-1.348557841227626
,-1.1609232891181405,0.9933114963937204,,,-1.2012773331530808
,,,-0.08138936157106774,,-4.177102947881077
,,1.1630026094432517,,,-3.144896991496819
,,,-0.713601409972425,-1.7924902261328202,-4.800645413193688
-1.200906665788987,-1.9932919921425898,1.4606393785525547,-0.7471547307722932,,-1.3073201615305776
,,,,,-4.006255293605548
-1.7888358265207422,-2.290867836550087,,,,-3.2054929014547833
,,,,,-4.598886627565603
-2.890858882885139,-3.7275538878759753,,1.118276912501253,-3.3319111663245335,-6.379383542419722
,-1.82631145236922,,-0.5998117538660983,-1.4144603418842858,-4.029350734343968
,,,,,-2.112349152736927
,-3.0523696990931017,,,,-4.891103688745613
-0.41320522085394007,,0.8293926592098806,-0.758483309687953,,-2.4725759378825596
,,,-0.776165113223182,,-3.500572220007198
,,1.0629728310494928,,-0.4391848830616426,0.12537673147921102
-3.078886306928612,-3.4378805196431834,,,,-5.768441540429197
-4.106672002582518,,,2.4556900328558795,,-8.345913880308187
,,,,0.2357580431520243,-1.5638430285912144
-1.123480435669756,,1.0416509547237751,,,-1.982661361172767
-2.7707656704890153,,-0.051054784293215416,,-3.4655757650562853,-7.773892844248914
-1.0765874847733798,-1.6369559276758454,,,-0.6724404387560827,-1.8656436592812828
,-1.5506419472766815,,-1.2419760471982828,-1.1403388192078994,-2.679804548014232
-2.479456342535559,,,,,-5.6737484145515795
,,,,-0.22723868365766364,-1.8817810150691305
-0.7413074077045569,-1.6143535801407307,0.764688764449351,-0.5879153079059969,-0.6250690695229186,-0.8202857962421555
-1.692746834529088,,,,-1.9203656220902012,-4.973229308730966
0.16856140477300552,,,-1.7016415753243614,,0.6365857953992157
-2.5130252592760565,-3.5923190987182245,,0.8864498592764661,,-6.759334263188936
-1.8060786779851634,-2.797447637713721,0.7041356075827218,,-2.2540788005267904,-4.390629567649496
-1.9965996193802786,-2.356563347954743,1.241358240988981,,-1.709706313580384,-5.726973076094477
,-1.7483678065363644,1.275783925027143,-0.6516524589772394,,-4.209970125038019
,-1.9676705923492677,0.777374391420059,-0.49156697051188947,-1.608437045086242,-3.4138704923998637
,-0.560526533894542,,-2.5918772255333002,0.5472534165466256,-0.6144970903547278
,-1.1491641719237156,0.8129873925352705,-1.4734933480362638,,-0.8022286121981252
,-1.5549971708544676,,,-0.8890343244111218,-2.456119936867607
-1.7430182661393132,,1.4806734546445997,,,-3.2989227914641757
-0.5853749682405573,-1.713852764417613,,,,-2.0402280283532837
-2.5020779103920225,,,0.90690628804716,,-5.909188798560127
,,1.3373067254224258,-1.4784728116946302,0.15103439467240598,-0.33765077141264593
-1.3792544574203607,,,,-1.7828998136249785,-3.6969405627039333
