,0
0,11.01009735733827
1,-9.193902376310012
2,-12.456903446541745
3,6.833202200869595
4,12.347497720848756
5,-9.777400044735185
6,-15.903863958124404
7,10.706041464757348
8,1.3393608524404552
9,10.055616423239583
10,-1.1854910672103949
11,-15.731700894809137
12,-8.26193757767018
13,-15.383404996775926
14,-3.145352669238852
15,6.092420073952811
16,-14.952167205889186
17,-5.162137111618289
18,6.638902069215441
19,-13.438251736662872
20,-19.689971477652698
21,7.719410100145819
22,5.59001756821709
23,9.990336497986698
24,5.722583878260528
25,19.515339443151927
26,2.149747064652619
27,-17.826100877930728
28,12.94198128778417
29,-20.074364869840604
30,-17.04003450310491
31,4.435510720484594
32,8.127254094869164
33,-1.4176703710346161
34,-14.784189871892476
35,-25.198571475312022
36,-10.550366759921236
37,-7.501802546110698
38,-10.028354945494215
39,21.3997032858101
40,19.751099837277255
41,-8.60960792994316
42,1.1921383865892496
43,15.4185489584554
44,-0.29888044281080806
45,-12.31926556814321
46,10.136309294683718
47,-0.9318972355859376
48,-2.986298620450297
49,3.5572254765211238
50,9.531073923514075
51,14.607225831898704
52,15.774927315307693
53,-5.29805873044646
54,-2.4121953749712466
55,-10.47304133111142
56,6.48481315159826
57,-14.509703529401518
58,-1.401280498392738
59,1.2933358044652588
60,-26.514335090467863
61,7.1723904776944325
62,14.635377855195337
63,2.232031377970183
64,-7.901473821342271
65,-14.385326134197939
66,-19.491671484806634
67,-7.494044523018508
68,-8.604745711336523
69,23.706125264902752
70,-17.41932375064039
71,-0.8490794113175384
72,5.3291025249482065
73,8.463789117990947
74,-22.880206165345477
75,-7.152219941380003
76,11.848799213757575
77,7.9973832574296955
78,0.7644503740920232
79,9.284872583814685
80,-5.9217169632936875
81,-2.429748832753564
82,16.762286612758647
83,5.126149818708728
84,-9.905672011199858
85,-3.6454420092658353
86,-10.659303801851346
87,-2.2840248148614997
88,3.4264615814410297
89,8.475357723633923
90,5.204715193562983
91,-13.187564814098797
92,-3.291288672423782
93,-5.280908424962137
94,-2.8486890791018236
95,4.0673802555173895
96,-4.324154068693886
97,15.219515619189352
98,16.26318595673306
99,2.211483011833839
100,-8.403984326289482
101,-16.095959076175347
102,-2.498169322010975
103,26.313881807344885
104,0.05478363639886474
105,12.755365269338935
106,9.945044473559424
107,-21.73315506766913
108,-10.828582963501578
109,-3.892598604996903
110,-4.025373840156364
111,1.0809862834674435
112,-9.734598449526256
113,-12.992987019015647
114,-6.018285183305014
115,-9.726568398626668
116,-0.26096525063310594
117,-22.066215615139768
118,-17.294013187718342
119,3.5171137515777167
120,3.180816182989359
121,-5.9987072986646695
122,-4.147485352651735
123,12.563819544020465
124,-5.494695387793884
125,6.894573006557206
126,-3.2083559151757868
127,18.191480120557493
128,4.899328534884667
129,-7.844556493706225
130,15.20328388639275
131,2.0308241252720225
132,6.542910252283399
133,3.7898554732067513
134,-2.9015733233205547
135,-18.372489413117446
136,-2.7532938404589036
137,7.694571787508764
138,-0.5846523531456178
139,1.0755655874582102
140,2.661399272773075
141,4.942869260289942
142,-0.5781707634225466
143,20.41388005971781
144,-7.276246426877913
145,-14.231908081460459
146,7.339064039714868
147,14.122028509218778
148,-2.14965169857662
149,-6.2791304808124115
150,13.615799499916426
151,-15.695382029431121
152,18.945434316867285
153,-17.528486376411283
154,5.499874986906592
155,21.584292889353808
156,4.428935775339586
157,-2.249706787612225
158,13.719358765269012
159,24.95991674635646
160,-10.760554904869363
161,11.606712534841126
162,5.14253037557336
163,2.2689132754050916
164,13.359810590341818
165,-16.117386853130707
166,7.446203831089513
167,10.459901037271939
168,10.62626053343689
169,9.137097722952381
170,-19.782892226173058
171,4.9274440960600705
172,-7.6298558248378345
173,-13.492960853775964
174,10.444638327437245
175,-10.623495499768557
176,-8.464150306325973
177,8.862426013638963
178,19.20467725632691
179,10.561134214683712
180,-2.6076902709247687
181,-3.8840988973158845
182,-8.563405916163456
183,5.621205882121503
184,16.365769987425264
185,21.414948754159447
186,-20.18974012294257
187,-1.3509430026530345
188,-12.877964073789112
189,22.251619373421214
190,-10.323720107849635
191,-12.350579572803664
192,-6.001982650558865
193,-13.775294590604547
194,3.3085276504766896
195,-11.650029046291897
196,14.664854769178849
197,14.268156595225866
198,-17.522137147583795
199,15.485605321085535
200,0.03772951312858197
201,-17.308981458919593
202,-11.875370190804473
203,-8.686100114047198
204,-16.557057786444425
205,-15.761049833279532
206,-4.716384612984046
207,3.2917459385160024
208,-3.7782592679695832
209,-2.5324998891892085
210,8.819207019781576
211,-1.7421422508469946
212,38.00891500266165
213,-26.955389220147445
214,7.229043519352248
215,4.336444424546637
216,-2.25532311320858
217,8.200961099438013
218,6.152191225578916
219,7.71785672549077
220,3.8901517110040067
221,6.8746971780504085
222,-8.498351213110555
223,-8.601828172279333
224,16.013971277508894
225,21.307074889485193
226,5.188035295447139
227,17.205140510252555
228,-7.812961033325896
229,-3.841701738720264
230,0.9305207977237324
231,-2.331962748645566
232,-8.710465967885053
233,-14.41606193576078
234,-1.2160801082589439
235,-3.8375085002991822
236,3.8958516722451746
237,-21.736805464386265
238,-7.591435897736515
239,9.881882213361834
240,2.474772501741585
241,-0.500380238320326
242,22.823434466089346
243,12.86001113707239
244,-11.472860750693885
245,14.140829691128026
246,1.4001364814262554
247,5.29160525843811
248,-7.687101637356925
249,-17.985221306740595
250,-16.469709383466977
251,1.1094052166796544
252,15.751273047370663
253,-0.03191878873097709
254,6.205968508947442
255,-12.740813600442813
256,2.829797119151989
257,-14.707741384344272
258,1.7625780311719672
259,22.48526997480688
260,7.572042503614423
261,8.498659186871677
262,-7.198346746383654
263,24.54436270301712
264,19.258332934611335
265,-15.341916294582358
266,14.87679872173411
267,-16.23977144852878
268,1.5857731831498538
269,-10.431713238277254
270,-8.482239490344849
271,18.574129253318734
272,6.256899100356831
273,10.316294814041937
274,2.783587249959504
275,-9.438693556487369
276,-12.74287740462005
277,7.273429152319521
278,-0.8307306793238892
279,16.505645123716388
280,6.205942885122724
281,0.30786581730356666
282,-12.157820391320909
283,13.337265117626723
284,15.023853652019755
285,-4.187123727890344
286,14.667604830857071
287,-5.923564901042271
288,-6.6322986743897445
289,-3.29427940695812
290,-4.318852858802157
291,-2.4232234818703593
292,4.788879704334907
293,-13.677275978792379
294,-7.3794479990832205
