,0
0,8.17506284353274
1,-12.343985088359208
2,-8.66765946114564
3,5.214028849727333
4,9.888749229158726
5,-8.47999183984943
6,-14.123798269584864
7,10.791669762805519
8,5.2725639964878965
9,10.60105211437922
10,0.9069420921403106
11,-17.213554668899853
12,-8.308712180152494
13,-16.011715599633362
14,2.446456943978665
15,5.373420998602866
16,-4.604631560771951
17,4.160532988175777
18,-3.599339161882135
19,-9.073491749461478
20,-25.615777271127534
21,9.597918574217527
22,-1.9710445175938611
23,12.435173835856478
24,1.8947854457262345
25,17.22896854614942
26,-0.48682332011578877
27,-13.367675967785488
28,12.069070288994983
29,-20.4717043816314
30,-12.628075878163653
31,-1.2059931604044374
32,3.4384862462319528
33,3.1488361101602633
34,-2.480218028225588
35,-22.13780551356215
36,-13.561447001067815
37,2.3008966463524336
38,-2.522425888683901
39,23.778437399690112
40,18.638699323757884
41,-13.464660548641056
42,-2.540739899048121
43,15.78259972671686
44,-4.25535161689141
45,-13.137747098822217
46,1.9052200731892264
47,1.1063401639314367
48,-13.527246581862968
49,-8.100601165859407
50,0.6992445404717831
51,18.593919433223608
52,11.638642342635624
53,-0.5631608836716331
54,-0.062145812583214
55,-12.900892251882548
56,5.546443961922256
57,-13.710257141629604
58,0.20575970149492662
59,-2.955828885093057
60,-16.705976511093205
61,7.718617970702723
62,17.661245813876363
63,-1.6198384184771486
64,-12.136946803395166
65,-16.296014366908864
66,-23.059423254414398
67,-3.195935778614362
68,-2.119662295858007
69,18.76725219966996
70,-19.832437251088294
71,-0.576479348717479
72,4.48565899449585
73,13.750757448186983
74,-17.911887200014238
75,-7.1820548878289125
76,11.829475763749771
77,14.969995390649702
78,4.220861041656052
79,4.962424587861049
80,-6.0479147000995965
81,-5.739752685573968
82,15.379531164141275
83,3.408258475649063
84,-4.923929413573687
85,-5.136246281893527
86,-18.898688560082533
87,2.325014654829266
88,11.223529422579869
89,6.176436309604981
90,15.31655846738375
91,-17.499898107838217
92,-0.8678524605674178
93,-2.8249850701136627
94,5.042821527322966
95,0.24757143536288329
96,-3.3129882275837454
97,12.259326547555341
98,7.064070429251363
99,3.0870686198740644
