,,,-1.360508680343628
,,,
,,0.8329857587814331,
,0.3065628409385681,,
,,,
,,,
,,0.03867969289422035,-2.8049118518829346
,3.3622889518737793,,
0.6749190092086792,,0.9039848446846008,
,0.055950623005628586,,-2.865006446838379
,,,
0.2091691642999649,0.03604172170162201,,-2.8986377716064453
,,,
,,,-1.6336396932601929
,,,
0.756127655506134,3.2903075218200684,,-1.506394624710083
,,,
,3.259065628051758,,-1.418992280960083
0.7343888282775879,1.8205617666244507,,
,0.747178852558136,0.3186984062194824,-2.300428867340088
0.7930172085762024,3.370084285736084,1.91666841506958,
0.25657540559768677,0.06663218885660172,,
0.6394556164741516,,,
,0.02006627805531025,0.008009695447981358,
0.6817662119865417,2.386568546295166,1.0899293422698975,
,,,
,1.325842261314392,,-2.0401577949523926
,2.0760650634765625,0.9165521860122681,
,2.6610469818115234,,
,1.7115767002105713,0.7726598381996155,-1.9081535339355469
,2.3855061531066895,,-1.6902415752410889
0.2598288953304291,,,-2.8446297645568848
,,,
,,0.6876607537269592,
,,,
0.4026873707771301,,0.10605140775442123,-2.6344234943389893
,,0.018811263144016266,
,,,
0.43779829144477844,0.35587355494499207,,
,,,
,,0.0058569819666445255,
,0.4685280919075012,,
,,0.6183907985687256,-2.0026354789733887
,0.006693997420370579,,-2.9664950370788574
0.4053446650505066,,,
,,0.7292967438697815,-1.9092918634414673
0.7149379849433899,2.784416913986206,1.3685845136642456,-1.5643147230148315
,,,
,,0.6422834396362305,
,,,-1.93279230594635
,3.5666439533233643,1.9029515981674194,
,2.5714221000671387,1.2998734712600708,
0.4569934010505676,,,
,,0.9706687927246094,-1.7774237394332886
,,1.0710068941116333,
,,,
0.6483347415924072,2.607456684112549,1.2623265981674194,
0.22893095016479492,0.04722233861684799,,-2.879157066345215
,,,
,,0.28749048709869385,
0.6593062877655029,,,-1.9943501949310303
,1.9062987565994263,,
,,,
,3.4018585681915283,,
,,1.4748777151107788,
0.3188612461090088,,,
,,,-1.4304895401000977
0.5168235301971436,0.5902757048606873,,
0.7587082386016846,,,
,,,-2.562157392501831
,,,-1.9556015729904175
0.5181706547737122,0.5775841474533081,,-2.403738260269165
0.6278694868087769,,,
0.6122074723243713,,,
,,,-2.011105537414551
,,,
,2.0499942302703857,,-1.7637816667556763
,,,-2.5896947383880615
,0.12698481976985931,,
0.7080814838409424,1.8503800630569458,,
0.7937036156654358,,,-1.3934001922607422
,0.6579053997993469,0.26880374550819397,-2.3549957275390625
0.7440100312232971,,,
0.7925902009010315,3.2618305683135986,1.8065569400787354,
,0.49232882261276245,,
,0.21413937211036682,,
0.49625709652900696,0.4776230752468109,,
,,,
,0.11999116092920303,,
0.6427732110023499,,0.9200354814529419,
,,,-1.5771783590316772
,1.2634317874908447,,-2.050351619720459
,,,-2.0353753566741943
,0.530754804611206,0.21359319984912872,
,,0.4945726990699768,
,,0.18924671411514282,
0.14021176099777222,,,
0.5938475131988525,,0.4087599813938141,
0.6086955666542053,,,-2.1639785766601562
0.712904155254364,,,-1.9155747890472412
0.710909366607666,,,
,,0.4817146956920624,
,,,
,,,
0.35204875469207764,,0.06972918659448624,-2.7179064750671387
,,0.33849388360977173,
,,,
0.6445141434669495,,,
,,,
,,,-2.9026803970336914
,,,
,2.769141912460327,1.4086450338363647,
0.7807363271713257,,,
,,1.9894546270370483,-1.4486004114151
,,,-2.3118674755096436
,,,
,,0.4311061501502991,
,,,
0.6924934983253479,,,
,,,-1.6806179285049438
,2.9826018810272217,,
,1.8215252161026,,
,,,
,,,
,,,
,,,-1.722061276435852
,,,
0.27317389845848083,,0.03201202675700188,-2.8290812969207764
,,,-1.5881109237670898
,,0.8196234107017517,
,,,-2.312166213989258
0.7195640802383423,,1.0395829677581787,
